Abbey 9.29.21,Myers FFRR 9.29.21,FFRR,Chow,9.29.21,,,,,,,
,TSE PhenoMaster V7.7.9 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,176,29.9,M,G+FFRR, ,,,,,,
2,177,23.9,M,++FFR, ,,,,,,
3,178,33.5,M,G+FFRR, ,,,,,,
4,179,30.7,M,G+FFRR, ,,,,,,
5,180,19.5,F,++FFR, ,,,,,,
6,181,26.1,F,G+FFRR, ,,,,,,
7,401,29.4,M,G+FFR, ,,,,,,
8,402,29.2,M,G+FFR, ,,,,,,
9,403,30.3,M,G+FFR, ,,,,,,
10,404,20.7,M,++FFR, ,,,,,,
11,405,23.9,M,G+FFR br, ,,,,,,
12,697,22.9,M,++FFR, ,,,,,,
13,698,24.1,M,++FFR, ,,,,,,
14,699,27.7,M,G+FFRR, ,,,,,,
15,700,20.1,M,++FFR, ,,,,,,
16,701,26.6,F,G+FFRR, ,,,,,,
17,702,18.5,F,G+FFRR, ,,,,,,
18,705,17.5,F,++FFR, ,,,,,,
19,706,15.8,F,++FFR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
10/5/2021 20:04,180,5,59,64,1.075,0.305,754,118,379,23.61,42
10/5/2021 20:19,180,5,53,58,1.089,0.275,98,0,2,23.61,42
10/5/2021 20:34,180,5,42,45,1.07,0.217,106,17,38,23.61,42
10/5/2021 20:49,180,5,48,52,1.074,0.248,135,14,63,23.67,42
10/5/2021 21:04,180,5,56,58,1.048,0.283,508,69,230,23.76,42
10/5/2021 21:19,180,5,59,62,1.055,0.301,734,109,252,23.99,42.69
10/5/2021 21:34,180,5,61,64,1.055,0.31,1896,520,719,24.11,42.7
10/5/2021 21:49,180,5,62,66,1.062,0.319,851,228,201,24.22,42.85
10/5/2021 22:04,180,5,55,58,1.063,0.28,46,0,1,24.22,42.85
10/5/2021 22:19,180,5,55,57,1.032,0.279,225,40,83,24.22,42.85
10/5/2021 22:34,180,5,48,52,1.068,0.248,796,91,365,24.22,43.13
10/5/2021 22:49,180,5,56,58,1.032,0.284,241,13,100,24.38,43.13
10/5/2021 23:04,180,5,47,50,1.059,0.241,48,4,4,24.38,43.14
10/5/2021 23:19,180,5,46,48,1.044,0.234,23,0,0,24.38,43.14
10/5/2021 23:34,180,5,47,52,1.104,0.242,1213,344,428,24.38,43.16
10/5/2021 23:49,180,5,63,67,1.067,0.324,1523,390,423,24.39,43.69
10/6/2021 0:04,180,5,61,65,1.069,0.313,1998,656,743,24.77,43.85
10/6/2021 0:19,180,5,69,73,1.049,0.353,2037,600,688,24.94,45.06
10/6/2021 0:34,180,5,72,75,1.049,0.366,1642,380,510,25.17,45.63
10/6/2021 0:49,180,5,69,71,1.041,0.349,1706,762,398,25.26,46.91
10/6/2021 1:04,180,5,71,73,1.033,0.362,1488,451,542,25.34,47.11
10/6/2021 1:19,180,5,72,77,1.065,0.37,1889,485,819,25.36,47.61
10/6/2021 1:34,180,5,66,69,1.055,0.335,1922,597,712,25.47,47.87
10/6/2021 1:49,180,5,63,64,1.023,0.32,223,74,56,25.47,49.03
10/6/2021 2:04,180,5,48,49,1.023,0.241,18,0,0,25.47,49.03
10/6/2021 2:19,180,5,46,47,1.019,0.233,5,0,0,25.47,49.03
10/6/2021 2:34,180,5,40,42,1.064,0.203,16,0,0,25.47,49.03
10/6/2021 2:49,180,5,38,41,1.068,0.195,6,0,0,25.47,49.03
10/6/2021 3:04,180,5,46,49,1.062,0.235,277,37,12,25.47,49.03
10/6/2021 3:19,180,5,45,48,1.075,0.229,218,33,33,25.47,49.03
10/6/2021 3:34,180,5,43,44,1.03,0.216,22,0,0,25.47,49.03
10/6/2021 3:49,180,5,42,46,1.09,0.218,159,30,52,25.47,49.03
10/6/2021 4:04,180,5,49,51,1.032,0.249,166,32,52,25.49,49.03
10/6/2021 4:19,180,5,44,46,1.053,0.225,0,0,0,25.49,49.03
10/6/2021 4:34,180,5,39,41,1.06,0.198,79,22,23,25.49,49.03
10/6/2021 4:49,180,5,46,48,1.037,0.233,275,60,70,25.49,49.03
10/6/2021 5:04,180,5,55,58,1.063,0.279,1137,160,587,25.62,49.45
10/6/2021 5:19,180,5,60,61,1.022,0.303,2621,819,1162,25.82,50.24
10/6/2021 5:34,180,5,61,64,1.042,0.311,1468,337,549,25.89,50.43
10/6/2021 5:49,180,5,63,65,1.037,0.321,745,160,259,25.96,51.1
10/6/2021 6:04,180,5,61,62,1.01,0.309,1087,381,353,26.1,51.71
10/6/2021 6:19,180,5,63,64,1.01,0.318,1962,694,662,26.11,51.74
10/6/2021 6:34,180,5,64,65,1.012,0.325,1012,243,386,26.26,51.81
10/6/2021 6:49,180,5,58,59,1.027,0.293,1381,842,155,26.27,51.94
10/6/2021 7:04,180,5,54,56,1.038,0.274,716,181,257,26.32,51.98
10/6/2021 7:19,180,5,56,57,1.012,0.285,0,0,0,26.32,52.04
10/6/2021 7:34,180,5,44,41,0.946,0.219,0,0,0,26.32,52.14
10/6/2021 7:49,180,5,39,40,1.024,0.197,79,44,18,26.32,52.15
10/6/2021 8:04,180,5,44,42,0.958,0.22,200,76,71,26.32,52.15
10/6/2021 8:19,180,5,39,39,0.995,0.198,0,0,0,26.32,52.15
10/6/2021 8:34,180,5,40,36,0.896,0.199,0,0,0,26.32,52.15
10/6/2021 8:49,180,5,37,33,0.87,0.183,0,0,0,26.32,52.15
10/6/2021 9:04,180,5,34,30,0.887,0.169,0,0,0,26.32,52.15
10/6/2021 9:19,180,5,36,31,0.866,0.177,0,0,0,26.32,52.15
10/6/2021 9:34,180,5,40,38,0.959,0.198,0,0,0,26.32,52.15
10/6/2021 9:49,180,5,40,34,0.855,0.196,0,0,0,26.32,52.15
10/6/2021 10:04,180,5,37,33,0.892,0.182,0,0,0,26.32,52.18
10/6/2021 10:19,180,5,36,32,0.884,0.179,0,0,0,26.32,52.18
9/29/2021 14:19,181,6,56,48,0.867,0.274,3833,1788,1123,0.01,0.01
9/29/2021 14:34,181,6,80,69,0.858,0.392,4142,1671,1538,0.05,0.05
9/29/2021 14:49,181,6,85,73,0.866,0.415,2673,775,1313,0.05,0.05
9/29/2021 15:04,181,6,81,72,0.886,0.4,461,180,109,0.05,0.06
9/29/2021 15:19,181,6,66,57,0.867,0.322,150,28,30,0.05,0.06
9/29/2021 15:34,181,6,60,50,0.829,0.291,48,0,6,0.05,0.06
9/29/2021 15:49,181,6,69,58,0.851,0.335,2298,1240,541,0.05,0.07
9/29/2021 16:04,181,6,76,64,0.851,0.37,4165,2235,945,0.05,0.07
9/29/2021 16:19,181,6,70,63,0.889,0.347,525,111,185,0.05,0.07
9/29/2021 16:34,181,6,62,53,0.857,0.305,37,1,2,0.05,0.07
9/29/2021 16:49,181,6,57,47,0.831,0.275,53,6,2,0.05,0.07
9/29/2021 17:04,181,6,60,49,0.816,0.292,108,16,10,0.05,0.07
9/29/2021 17:19,181,6,52,42,0.813,0.253,146,19,0,0.06,0.07
9/29/2021 17:34,181,6,53,43,0.808,0.257,285,36,52,0.07,0.07
9/29/2021 17:49,181,6,67,58,0.859,0.33,2773,1082,880,0.08,0.17
9/29/2021 18:04,181,6,70,60,0.863,0.34,1545,651,367,0.12,0.18
9/29/2021 18:19,181,6,61,51,0.837,0.297,527,138,2,0.13,0.18
9/29/2021 18:34,181,6,56,46,0.835,0.27,179,55,7,0.13,0.18
9/29/2021 18:49,181,6,57,49,0.855,0.279,352,106,38,0.13,0.18
9/29/2021 19:04,181,6,63,54,0.87,0.307,3459,1503,1143,0.14,0.36
9/29/2021 19:19,181,6,75,70,0.93,0.373,4351,1622,1744,0.37,0.49
9/29/2021 19:34,181,6,78,75,0.956,0.39,1487,557,487,0.48,0.49
9/29/2021 19:49,181,6,64,59,0.935,0.316,88,33,3,0.49,0.49
9/29/2021 20:04,181,6,63,60,0.952,0.317,2635,973,1021,0.51,0.54
9/29/2021 20:19,181,6,76,77,1.007,0.385,4907,1524,2265,0.72,0.71
9/29/2021 20:34,181,6,83,83,0.999,0.418,4869,1815,2020,0.86,0.9
9/29/2021 20:49,181,6,86,89,1.033,0.439,4803,1922,1877,0.86,0.9
9/29/2021 21:04,181,6,85,84,0.985,0.428,628,129,214,1.02,0.9
9/29/2021 21:19,181,6,75,74,0.997,0.376,2537,1016,952,1.03,0.96
9/29/2021 21:34,181,6,86,86,1,0.434,4123,1714,1431,1.09,0.98
9/29/2021 21:49,181,6,93,96,1.033,0.474,3125,1113,1177,1.28,1.22
9/29/2021 22:04,181,6,85,86,1.014,0.431,4740,1807,1879,1.49,1.28
9/29/2021 22:19,181,6,82,80,0.983,0.411,493,101,197,1.49,1.28
9/29/2021 22:34,181,6,64,64,0.991,0.323,8,0,1,1.5,1.28
9/29/2021 22:49,181,6,58,59,1.011,0.296,45,9,9,1.5,1.28
9/29/2021 23:04,181,6,58,57,0.991,0.291,417,208,55,1.5,1.28
9/29/2021 23:19,181,6,69,70,1.008,0.351,3204,1166,1144,1.62,1.49
9/29/2021 23:34,181,6,82,85,1.039,0.417,3044,1581,503,1.71,1.54
9/29/2021 23:49,181,6,81,84,1.042,0.413,2236,1199,376,2.08,1.89
9/30/2021 0:04,181,6,77,80,1.044,0.393,1770,851,381,2.3,1.89
9/30/2021 0:19,181,6,80,80,1.005,0.404,91,33,5,2.32,1.89
9/30/2021 0:34,181,6,64,66,1.022,0.325,283,9,195,2.32,1.89
9/30/2021 0:49,181,6,60,61,1.013,0.305,57,5,0,2.32,1.89
9/30/2021 1:04,181,6,60,60,0.998,0.302,227,8,0,2.32,1.89
9/30/2021 1:19,181,6,57,59,1.036,0.289,879,313,33,2.33,1.89
9/30/2021 1:34,181,6,74,79,1.057,0.38,1882,833,332,2.45,2.01
9/30/2021 1:49,181,6,84,87,1.033,0.427,2906,1543,631,2.77,2.5
9/30/2021 2:04,181,6,79,83,1.049,0.402,2620,1272,678,2.98,2.51
9/30/2021 2:19,181,6,82,86,1.046,0.419,638,298,45,3.02,2.54
9/30/2021 2:34,181,6,85,86,1.012,0.43,925,625,10,3.18,2.54
9/30/2021 2:49,181,6,85,86,1.022,0.429,1529,664,295,3.19,2.54
9/30/2021 3:04,181,6,82,82,1,0.415,757,438,4,3.24,2.54
9/30/2021 3:19,181,6,95,98,1.032,0.484,1711,909,190,3.32,2.65
9/30/2021 3:34,181,6,80,81,1.005,0.406,900,563,65,3.33,2.66
9/30/2021 3:49,181,6,78,78,1.01,0.392,254,156,0,3.51,2.66
9/30/2021 4:04,181,6,74,73,0.99,0.372,27,5,0,3.51,2.66
9/30/2021 4:19,181,6,60,59,0.975,0.303,1,0,0,3.51,2.66
9/30/2021 4:34,181,6,58,57,0.991,0.291,8,1,0,3.51,2.66
9/30/2021 4:49,181,6,57,58,1.016,0.291,135,84,3,3.51,2.66
9/30/2021 5:04,181,6,71,73,1.028,0.359,660,453,0,3.72,3.44
9/30/2021 5:19,181,6,70,73,1.037,0.356,1111,579,111,4.06,3.45
9/30/2021 5:34,181,6,70,73,1.045,0.356,102,30,0,4.06,3.45
9/30/2021 5:49,181,6,64,64,1.005,0.321,13,7,0,4.07,3.45
9/30/2021 6:04,181,6,60,62,1.032,0.306,1182,798,52,4.14,3.45
9/30/2021 6:19,181,6,74,77,1.039,0.376,1371,745,157,4.28,3.45
9/30/2021 6:34,181,6,81,82,1.007,0.411,922,415,135,4.28,3.45
9/30/2021 6:49,181,6,77,78,1.007,0.392,833,371,155,4.48,3.55
9/30/2021 7:04,181,6,78,78,1.003,0.392,149,51,9,4.48,3.55
9/30/2021 7:19,181,6,66,64,0.969,0.329,0,0,0,4.48,3.55
9/30/2021 7:34,181,6,57,56,0.982,0.285,1,0,0,4.49,3.55
9/30/2021 7:49,181,6,57,58,1.006,0.289,12,0,0,4.49,3.55
9/30/2021 8:04,181,6,61,61,0.998,0.307,31,0,0,4.49,3.55
9/30/2021 8:19,181,6,56,56,0.992,0.284,9,0,3,4.5,3.55
9/30/2021 8:34,181,6,53,51,0.973,0.265,7,0,0,4.5,3.55
9/30/2021 8:49,181,6,77,77,0.999,0.39,1166,671,146,4.51,3.77
9/30/2021 9:04,181,6,69,70,1.016,0.35,2439,1499,303,4.74,3.77
9/30/2021 9:19,181,6,82,82,1.007,0.414,463,279,35,4.8,3.77
9/30/2021 9:34,181,6,64,63,0.982,0.322,0,0,0,4.8,3.77
9/30/2021 9:49,181,6,56,56,1.001,0.285,37,1,0,4.8,3.77
9/30/2021 10:04,181,6,58,58,1.006,0.292,32,0,0,4.81,3.77
9/30/2021 10:19,181,6,55,54,0.988,0.278,195,92,3,4.82,3.77
9/30/2021 10:34,181,6,67,66,0.977,0.338,128,77,0,4.82,3.77
9/30/2021 10:49,181,6,58,53,0.913,0.286,2,0,0,4.82,3.77
9/30/2021 11:04,181,6,55,52,0.937,0.274,21,0,0,4.82,3.77
9/30/2021 11:19,181,6,55,49,0.895,0.27,4,0,0,4.82,3.77
9/30/2021 11:34,181,6,53,51,0.952,0.267,13,0,0,4.83,3.77
9/30/2021 11:49,181,6,58,53,0.918,0.288,28,0,0,4.83,3.77
9/30/2021 12:04,181,6,55,53,0.962,0.277,36,5,0,4.84,3.77
9/30/2021 12:19,181,6,76,71,0.93,0.378,1250,871,10,5.04,3.92
9/30/2021 12:34,181,6,71,68,0.96,0.355,595,258,82,5.04,3.98
9/30/2021 12:49,181,6,61,58,0.947,0.306,12,0,0,5.04,3.98
9/30/2021 13:04,181,6,58,55,0.952,0.288,0,0,0,5.05,3.98
9/30/2021 13:19,181,6,53,50,0.947,0.265,2,0,0,5.05,3.98
9/30/2021 13:34,181,6,55,51,0.926,0.272,0,0,0,5.05,3.98
9/30/2021 13:49,181,6,58,53,0.923,0.287,8,0,0,5.06,3.98
9/30/2021 14:04,181,6,58,55,0.952,0.288,0,0,0,5.06,3.98
9/30/2021 14:19,181,6,50,47,0.925,0.251,0,0,0,5.06,3.98
9/30/2021 14:34,181,6,52,48,0.919,0.259,0,0,0,5.07,3.98
9/30/2021 14:49,181,6,54,49,0.905,0.267,0,0,0,5.07,3.98
9/30/2021 15:04,181,6,55,49,0.89,0.272,4,0,0,5.07,3.98
9/30/2021 15:19,181,6,68,66,0.96,0.342,1618,700,508,5.18,4.04
9/30/2021 15:34,181,6,73,73,0.993,0.368,2422,1030,924,5.32,4.11
9/30/2021 15:49,181,6,62,60,0.97,0.312,0,0,0,5.33,4.11
9/30/2021 16:04,181,6,61,57,0.938,0.304,0,0,0,5.33,4.11
9/30/2021 16:19,181,6,53,50,0.941,0.263,0,0,0,5.33,4.11
9/30/2021 16:34,181,6,53,49,0.925,0.264,0,0,0,5.33,4.11
9/30/2021 16:49,181,6,52,49,0.946,0.257,0,0,0,5.34,4.11
9/30/2021 17:04,181,6,51,47,0.914,0.252,0,0,0,5.34,4.11
9/30/2021 17:19,181,6,57,52,0.913,0.282,1181,225,655,5.35,4.25
9/30/2021 17:34,181,6,70,69,0.988,0.353,1230,129,920,5.59,4.25
9/30/2021 17:49,181,6,62,58,0.938,0.306,0,0,0,5.6,4.25
9/30/2021 18:04,181,6,59,56,0.947,0.293,0,0,0,5.6,4.25
9/30/2021 18:19,181,6,51,50,0.98,0.257,0,0,0,5.6,4.25
9/30/2021 18:34,181,6,57,55,0.962,0.287,1,0,0,5.61,4.25
9/30/2021 18:49,181,6,74,73,0.979,0.372,2462,671,1163,5.72,4.39
9/30/2021 19:04,181,6,86,84,0.981,0.432,2595,808,908,6.05,4.78
9/30/2021 19:19,181,6,75,77,1.021,0.382,1190,228,788,6.07,4.78
9/30/2021 19:34,181,6,73,73,0.997,0.369,855,177,536,6.16,4.78
9/30/2021 19:49,181,6,64,62,0.965,0.319,0,0,0,6.16,4.78
9/30/2021 20:04,181,6,64,63,0.983,0.323,1529,428,606,6.19,4.9
9/30/2021 20:19,181,6,76,80,1.044,0.389,1692,551,573,6.46,5.08
9/30/2021 20:34,181,6,82,84,1.026,0.414,1993,606,716,6.73,5.22
9/30/2021 20:49,181,6,95,96,1.019,0.479,1434,408,530,6.83,5.29
9/30/2021 21:04,181,6,93,96,1.036,0.471,923,265,237,6.84,5.29
9/30/2021 21:19,181,6,83,87,1.043,0.423,501,191,37,6.99,5.45
9/30/2021 21:34,181,6,74,75,1.012,0.377,7,2,0,6.99,5.45
9/30/2021 21:49,181,6,64,65,1.017,0.324,32,9,5,6.99,5.45
9/30/2021 22:04,181,6,65,66,1.022,0.327,4,0,0,6.99,5.45
9/30/2021 22:19,181,6,57,57,0.996,0.286,1064,270,454,7.01,5.57
9/30/2021 22:34,181,6,76,81,1.064,0.39,1780,335,820,7.17,5.77
9/30/2021 22:49,181,6,75,79,1.047,0.385,2099,627,844,7.51,6.08
9/30/2021 23:04,181,6,81,83,1.025,0.411,1882,626,698,7.66,6.09
9/30/2021 23:19,181,6,86,89,1.035,0.435,2380,652,995,7.77,6.13
9/30/2021 23:34,181,6,87,90,1.04,0.441,492,104,156,7.77,6.16
9/30/2021 23:49,181,6,70,73,1.039,0.358,12,4,2,7.77,6.16
10/1/2021 0:04,181,6,69,70,1.02,0.349,11,0,0,7.77,6.16
10/1/2021 0:19,181,6,59,63,1.051,0.304,11,0,0,7.77,6.16
10/1/2021 0:34,181,6,62,63,1.019,0.313,123,21,6,7.77,6.16
10/1/2021 0:49,181,6,77,81,1.055,0.393,1807,593,430,7.94,6.44
10/1/2021 1:04,181,6,82,85,1.039,0.418,2174,628,954,8.26,6.57
10/1/2021 1:19,181,6,89,96,1.076,0.456,1104,379,315,8.34,6.61
10/1/2021 1:34,181,6,82,87,1.055,0.419,1653,543,480,8.61,6.78
10/1/2021 1:49,181,6,82,85,1.037,0.416,1234,334,355,8.66,6.99
10/1/2021 2:04,181,6,86,87,1.018,0.434,35,0,0,8.66,6.99
10/1/2021 2:19,181,6,71,73,1.037,0.36,3,0,0,8.67,6.99
10/1/2021 2:34,181,6,66,67,1.02,0.335,21,3,0,8.67,6.99
10/1/2021 2:49,181,6,63,65,1.037,0.321,39,9,0,8.67,6.99
10/1/2021 3:04,181,6,63,64,1.01,0.321,1,0,0,8.67,6.99
10/1/2021 3:19,181,6,56,59,1.058,0.285,4,0,0,8.67,6.99
10/1/2021 3:34,181,6,56,57,1.017,0.285,2,0,1,8.68,6.99
10/1/2021 3:49,181,6,62,64,1.032,0.316,498,218,96,8.68,7.04
10/1/2021 4:04,181,6,76,79,1.034,0.387,2386,1102,602,8.87,7.12
10/1/2021 4:19,181,6,86,89,1.035,0.436,3364,1484,1021,8.98,7.34
10/1/2021 4:34,181,6,81,85,1.051,0.412,2617,980,939,9.19,7.47
10/1/2021 4:49,181,6,84,87,1.032,0.427,2414,850,669,9.36,7.73
10/1/2021 5:04,181,6,86,90,1.055,0.437,1860,369,1045,9.49,7.75
10/1/2021 5:19,181,6,78,81,1.042,0.395,1152,465,321,9.52,7.75
10/1/2021 5:34,181,6,82,87,1.06,0.421,2469,548,1228,9.71,8.2
10/1/2021 5:49,181,6,89,90,1.016,0.45,2014,692,720,9.81,8.22
10/1/2021 6:04,181,6,86,89,1.035,0.439,2431,950,811,9.82,8.22
10/1/2021 6:19,181,6,81,83,1.021,0.413,719,240,226,9.91,8.22
10/1/2021 6:34,181,6,76,78,1.025,0.388,357,127,77,9.91,8.22
10/1/2021 6:49,181,6,68,69,1.017,0.345,67,23,15,9.91,8.22
10/1/2021 7:04,181,6,65,66,1.012,0.33,0,0,0,9.91,8.22
10/1/2021 7:19,181,6,57,56,0.996,0.286,0,0,0,9.91,8.22
10/1/2021 7:34,181,6,57,57,1.002,0.286,2,1,0,9.91,8.22
10/1/2021 7:49,181,6,59,55,0.937,0.293,19,1,8,9.91,8.22
10/1/2021 8:04,181,6,60,60,1.003,0.304,1554,538,580,9.93,8.22
10/1/2021 8:19,181,6,65,61,0.943,0.322,16,0,0,9.94,8.22
10/1/2021 8:34,181,6,57,53,0.937,0.284,6,0,0,9.94,8.22
10/1/2021 8:49,181,6,54,51,0.941,0.269,7,0,0,9.94,8.22
10/1/2021 9:04,181,6,54,50,0.936,0.267,7,0,0,9.95,8.22
10/1/2021 9:19,181,6,61,58,0.947,0.306,1749,864,382,9.97,8.22
10/1/2021 9:34,181,6,77,74,0.963,0.383,3598,1668,1059,10.13,8.28
10/1/2021 9:49,181,6,69,66,0.956,0.345,223,31,123,10.13,8.28
10/1/2021 10:04,181,6,66,62,0.948,0.328,0,0,0,10.13,8.28
10/1/2021 10:19,181,6,57,52,0.909,0.284,0,0,0,10.13,8.28
10/1/2021 10:34,181,6,54,51,0.947,0.271,0,0,0,10.14,8.28
10/1/2021 10:49,181,6,56,49,0.879,0.276,0,0,0,10.14,8.28
10/1/2021 11:04,181,6,58,51,0.879,0.286,0,0,0,10.14,8.28
10/1/2021 11:19,181,6,58,54,0.928,0.289,0,0,0,10.14,8.28
10/1/2021 11:34,181,6,69,64,0.928,0.343,1665,397,975,10.15,8.34
10/1/2021 11:49,181,6,72,66,0.913,0.359,785,259,355,10.15,8.34
10/1/2021 12:04,181,6,68,62,0.915,0.335,0,0,0,10.15,8.34
10/1/2021 12:19,181,6,58,51,0.876,0.284,0,0,0,10.15,8.34
10/1/2021 12:34,181,6,59,55,0.928,0.294,1,1,0,10.15,8.34
10/1/2021 12:49,181,6,55,48,0.88,0.27,0,0,0,10.15,8.34
10/1/2021 13:04,181,6,55,48,0.86,0.271,0,0,0,10.15,8.34
10/1/2021 13:19,181,6,55,48,0.87,0.271,0,0,0,10.15,8.34
10/1/2021 13:34,181,6,54,48,0.89,0.266,0,0,0,10.15,8.34
10/1/2021 13:49,181,6,54,46,0.855,0.266,0,0,0,10.15,8.34
10/1/2021 14:04,181,6,54,46,0.855,0.265,0,0,0,10.16,8.34
10/1/2021 14:19,181,6,61,54,0.893,0.299,0,0,0,10.16,8.34
10/1/2021 14:34,181,6,69,62,0.895,0.341,1454,787,199,10.29,8.4
10/1/2021 14:49,181,6,67,61,0.911,0.332,141,42,38,10.29,8.4
10/1/2021 15:04,181,6,65,61,0.939,0.322,4,0,0,10.29,8.4
10/1/2021 15:19,181,6,59,52,0.871,0.291,65,0,0,10.29,8.4
10/1/2021 15:34,181,6,55,47,0.85,0.27,11,0,0,10.29,8.4
10/1/2021 15:49,181,6,54,47,0.865,0.267,60,0,0,10.29,8.4
10/1/2021 16:04,181,6,54,46,0.85,0.265,70,0,0,10.29,8.4
10/1/2021 16:19,181,6,53,45,0.852,0.259,233,34,82,10.29,8.42
10/1/2021 16:34,181,6,69,63,0.911,0.344,1381,589,468,10.6,8.76
10/1/2021 16:49,181,6,61,58,0.952,0.307,125,0,0,10.62,8.76
10/1/2021 17:04,181,6,59,57,0.976,0.294,173,0,0,10.62,8.76
10/1/2021 17:19,181,6,54,52,0.952,0.272,42,0,0,10.62,8.76
10/1/2021 17:34,181,6,53,53,1.005,0.267,70,0,0,10.62,8.77
10/1/2021 17:49,181,6,52,49,0.947,0.258,98,0,0,10.62,8.77
10/1/2021 18:04,181,6,51,49,0.963,0.253,680,300,112,10.65,8.77
10/1/2021 18:19,181,6,72,72,0.999,0.364,2465,1087,678,10.89,8.88
10/1/2021 18:34,181,6,81,82,1.007,0.412,2756,807,1338,11.04,9.14
10/1/2021 18:49,181,6,77,79,1.02,0.393,1982,592,825,11.25,9.14
10/1/2021 19:04,181,6,81,81,1.005,0.407,2428,637,1199,11.26,9.19
10/1/2021 19:19,181,6,77,79,1.027,0.392,790,177,399,11.37,9.42
10/1/2021 19:34,181,6,70,71,1.016,0.353,12,0,3,11.37,9.42
10/1/2021 19:49,181,6,67,67,1.006,0.339,317,102,116,11.38,9.42
10/1/2021 20:04,181,6,74,78,1.051,0.376,1624,499,702,11.59,9.51
10/1/2021 20:19,181,6,74,78,1.055,0.379,608,201,259,11.6,9.55
10/1/2021 20:34,181,6,66,66,1.012,0.332,5,0,0,11.6,9.55
10/1/2021 20:49,181,6,58,59,1.021,0.293,3,0,1,11.6,9.55
10/1/2021 21:04,181,6,58,58,1.016,0.291,903,260,331,11.72,9.91
10/1/2021 21:19,181,6,75,77,1.024,0.383,2488,703,1140,11.9,10.1
10/1/2021 21:34,181,6,80,82,1.019,0.406,660,220,149,11.94,10.11
10/1/2021 21:49,181,6,69,67,0.973,0.344,9,2,0,11.94,10.11
10/1/2021 22:04,181,6,65,65,0.991,0.329,28,0,4,11.94,10.11
10/1/2021 22:19,181,6,58,59,1.021,0.294,273,83,18,11.95,10.11
10/1/2021 22:34,181,6,81,82,1.018,0.41,3012,899,1427,12.2,10.24
10/1/2021 22:49,181,6,83,83,0.995,0.419,1105,305,393,12.34,10.33
10/1/2021 23:04,181,6,90,91,1.011,0.455,1378,520,432,12.54,10.93
10/1/2021 23:19,181,6,84,87,1.036,0.429,1778,730,400,12.75,11.06
10/1/2021 23:34,181,6,90,92,1.021,0.457,2285,576,1183,12.84,11.17
10/1/2021 23:49,181,6,85,85,1.001,0.427,1095,432,289,13.02,11.18
10/2/2021 0:04,181,6,94,97,1.03,0.478,749,200,295,13.07,11.26
10/2/2021 0:19,181,6,79,80,1.006,0.4,6,0,1,13.07,11.26
10/2/2021 0:34,181,6,65,63,0.956,0.327,0,0,0,13.07,11.26
10/2/2021 0:49,181,6,58,57,0.986,0.29,0,0,0,13.07,11.26
10/2/2021 1:04,181,6,57,56,0.971,0.288,1,0,0,13.07,11.26
10/2/2021 1:19,181,6,75,78,1.042,0.382,1969,731,663,13.25,11.42
10/2/2021 1:34,181,6,82,83,1.014,0.413,2717,1082,795,13.54,11.56
10/2/2021 1:49,181,6,81,82,1.011,0.41,1743,531,733,13.61,11.59
10/2/2021 2:04,181,6,83,82,0.997,0.416,125,70,3,13.64,11.59
10/2/2021 2:19,181,6,85,87,1.02,0.432,1212,476,96,13.8,11.76
10/2/2021 2:34,181,6,82,80,0.969,0.413,60,1,16,13.81,11.76
10/2/2021 2:49,181,6,68,66,0.977,0.34,4,0,0,13.81,11.76
10/2/2021 3:04,181,6,65,65,0.987,0.329,5,0,0,13.81,11.76
10/2/2021 3:19,181,6,58,56,0.962,0.29,1,0,1,13.81,11.76
10/2/2021 3:34,181,6,57,55,0.966,0.286,0,0,0,13.82,11.76
10/2/2021 3:49,181,6,53,50,0.941,0.266,3,0,1,13.82,11.76
10/2/2021 4:04,181,6,55,51,0.921,0.272,218,68,3,13.82,11.78
10/2/2021 4:19,181,6,86,86,0.991,0.436,1522,628,109,14.03,12.07
10/2/2021 4:34,181,6,82,82,0.993,0.414,2023,814,457,14.29,12.34
10/2/2021 4:49,181,6,84,85,1.009,0.424,1788,657,609,14.51,12.69
10/2/2021 5:04,181,6,83,84,1.015,0.42,1352,249,716,14.58,12.7
10/2/2021 5:19,181,6,82,80,0.976,0.412,1256,174,732,14.58,12.7
10/2/2021 5:34,181,6,76,77,1.015,0.384,3042,566,1833,14.7,12.87
10/2/2021 5:49,181,6,82,82,0.996,0.414,2238,1022,598,14.7,12.87
10/2/2021 6:04,181,6,83,82,0.993,0.418,3618,1378,1455,14.79,12.87
10/2/2021 6:19,181,6,76,77,1.01,0.387,293,86,105,14.8,12.87
10/2/2021 6:34,181,6,76,75,0.985,0.382,38,20,0,14.8,12.87
10/2/2021 6:49,181,6,60,60,0.989,0.303,0,0,0,14.8,12.87
10/2/2021 7:04,181,6,59,58,0.985,0.298,0,0,0,14.8,12.87
10/2/2021 7:19,181,6,56,53,0.942,0.279,0,0,0,14.8,12.87
10/2/2021 7:34,181,6,59,57,0.966,0.297,1,0,0,14.8,12.87
10/2/2021 7:49,181,6,69,68,0.989,0.346,1555,724,447,14.86,12.88
